"DATE","IDFROM","IDTO"
"2020-06-30","101","44"
"2020-06-27","92","137"
"2020-06-03","74","77"
"2020-06-18","155","43"
"2020-06-02","227","160"
"2020-06-02","76","20"
"2020-06-02","169","28"
"2020-06-14","78","125"
"2020-06-07","165","28"
"2020-06-15","43","172"
"2020-06-09","47","86"
"2020-06-26","120","178"
"2020-06-20","63","209"
"2020-06-15","90","119"
"2020-06-27","244","237"
"2020-06-30","6","193"
"2020-06-17","42","86"
"2020-06-11","249","138"
"2020-06-20","68","159"
"2020-06-26","79","91"
"2020-06-26","42","149"
"2020-06-01","55","33"
"2020-06-26","197","47"
"2020-06-03","137","32"
"2020-06-03","96","170"
"2020-06-25","64","119"
"2020-06-29","158","196"
"2020-06-07","213","178"
"2020-06-23","173","115"
"2020-06-29","197","41"
"2020-06-16","132","163"
"2020-06-05","171","3"
"2020-06-13","181","212"
"2020-06-10","53","243"
"2020-06-18","132","218"
"2020-06-09","220","171"
"2020-06-18","77","126"
"2020-06-01","120","79"
"2020-06-29","113","193"
"2020-06-14","217","225"
"2020-06-16","59","191"
"2020-06-11","150","87"
"2020-06-02","233","61"
"2020-06-17","92","45"
"2020-06-25","210","176"
"2020-06-18","76","34"
"2020-06-15","133","246"
"2020-06-16","232","234"
"2020-06-14","36","202"
"2020-06-11","199","74"
"2020-06-18","112","162"
"2020-06-26","26","195"
"2020-06-21","35","43"
"2020-06-20","72","62"
"2020-06-29","44","49"
"2020-06-06","173","171"
"2020-06-12","218","193"
"2020-06-23","30","178"
"2020-06-27","220","99"
"2020-06-29","176","237"
"2020-06-06","133","143"
"2020-06-10","83","49"
"2020-06-23","68","129"
"2020-06-13","249","120"
"2020-06-07","235","100"
"2020-06-22","156","151"
"2020-06-21","129","70"
"2020-06-08","72","3"
"2020-06-19","211","218"
"2020-06-08","200","25"
"2020-06-19","241","162"
"2020-06-09","22","83"
"2020-06-25","171","231"
"2020-06-10","54","65"
"2020-06-24","171","202"
"2020-06-25","174","57"
"2020-06-27","50","218"
"2020-06-10","14","94"
"2020-06-13","116","33"
"2020-06-02","223","168"
"2020-06-16","173","57"
"2020-06-16","108","106"
"2020-06-16","219","154"
"2020-06-26","235","233"
"2020-06-21","44","219"
"2020-06-10","86","203"
"2020-06-27","81","11"
"2020-06-28","168","109"
"2020-06-15","200","70"
"2020-06-15","243","190"
"2020-06-15","230","246"
"2020-06-29","236","198"
"2020-06-02","13","15"
"2020-06-23","12","185"
"2020-06-08","246","36"
"2020-06-05","16","159"
"2020-06-24","222","112"
"2020-06-21","145","83"
"2020-06-14","31","197"
"2020-06-09","214","163"
"2020-06-23","14","86"
"2020-06-22","100","80"
"2020-06-24","35","190"
"2020-06-12","157","168"
"2020-06-18","74","132"
"2020-06-13","224","246"
"2020-06-21","164","160"
"2020-06-25","83","28"
"2020-06-01","211","75"
"2020-06-18","156","232"
"2020-06-25","6","69"
"2020-06-22","226","96"
"2020-06-15","144","165"
"2020-06-06","178","78"
"2020-06-12","65","239"
"2020-06-09","134","209"
"2020-06-04","238","145"
"2020-06-15","38","100"
"2020-06-03","240","238"
"2020-06-19","181","108"
"2020-06-18","155","222"
"2020-06-22","205","108"
"2020-06-03","189","103"
"2020-06-17","17","95"
"2020-06-12","92","204"
"2020-06-02","247","95"
"2020-06-22","129","190"
"2020-06-21","173","203"
"2020-06-27","185","2"
"2020-06-01","52","174"
"2020-06-09","228","134"
"2020-06-21","32","232"
"2020-06-07","134","98"
"2020-06-02","159","54"
"2020-06-18","210","167"
"2020-06-16","24","75"
"2020-06-22","43","248"
"2020-06-16","56","6"
"2020-06-29","247","107"
"2020-06-12","68","113"
"2020-06-04","108","196"
"2020-06-30","203","101"
"2020-06-24","233","243"
"2020-06-28","23","41"
"2020-06-22","24","122"
"2020-06-08","105","12"
"2020-06-16","32","36"
"2020-06-18","162","201"
"2020-06-28","46","229"
"2020-06-11","12","105"
"2020-06-18","198","109"
"2020-06-04","153","69"
"2020-06-16","90","57"
"2020-06-16","115","205"
"2020-06-11","205","7"
"2020-06-12","72","59"
"2020-06-07","184","170"
"2020-06-23","51","243"
"2020-06-05","190","203"
"2020-06-18","141","130"
"2020-06-22","70","190"
"2020-06-28","80","231"
"2020-06-11","226","111"
"2020-06-25","87","44"
"2020-06-19","202","156"
"2020-06-14","188","214"
"2020-06-08","113","80"
"2020-06-07","172","168"
"2020-06-19","143","123"
"2020-06-20","1","214"
"2020-06-20","243","147"
"2020-06-02","72","172"
"2020-06-13","131","52"
"2020-06-09","148","59"
"2020-06-13","41","152"
"2020-06-30","190","130"
"2020-06-04","19","64"
"2020-06-08","190","26"
"2020-06-14","227","67"
"2020-06-21","76","155"
"2020-06-23","244","130"
"2020-06-21","56","22"
"2020-06-24","73","60"
"2020-06-20","71","39"
"2020-06-10","83","172"
"2020-06-02","125","25"
"2020-06-01","52","192"
"2020-06-08","172","240"
"2020-06-16","146","171"
"2020-06-17","49","248"
"2020-06-14","109","198"
"2020-06-26","124","229"
"2020-06-11","196","57"
"2020-06-28","241","112"
"2020-06-02","53","173"
"2020-06-07","110","239"
"2020-06-01","147","187"
"2020-06-26","189","42"
"2020-06-26","211","72"
"2020-06-16","179","219"
"2020-06-22","124","160"
"2020-06-20","235","180"
"2020-06-19","19","180"
"2020-06-01","89","31"
"2020-06-30","200","120"
"2020-06-15","169","145"
"2020-06-23","92","230"
"2020-06-07","38","231"
"2020-06-28","230","114"
"2020-06-27","138","80"
"2020-06-14","5","17"
"2020-06-05","191","136"
"2020-06-04","73","96"
"2020-06-26","84","46"
"2020-06-28","191","173"
"2020-06-29","214","133"
"2020-06-26","167","126"
"2020-06-27","176","242"
"2020-06-24","238","112"
"2020-06-02","83","134"
"2020-06-07","230","103"
"2020-06-16","179","123"
"2020-06-05","235","202"
"2020-06-02","39","232"
"2020-06-27","56","103"
"2020-06-19","84","215"
"2020-06-18","90","120"
"2020-06-12","163","229"
"2020-06-10","24","236"
"2020-06-15","210","207"
"2020-06-06","190","181"
"2020-06-12","80","107"
"2020-06-10","108","54"
"2020-06-24","140","173"
"2020-06-20","23","136"
"2020-06-18","224","65"
"2020-06-23","104","66"
"2020-06-24","180","65"
"2020-06-03","86","98"
"2020-06-07","54","47"
"2020-06-22","52","204"
"2020-06-01","116","62"
"2020-06-03","184","81"
"2020-06-03","102","133"
"2020-06-26","245","181"
"2020-06-08","199","197"
"2020-06-06","172","121"
"2020-06-24","145","105"
"2020-06-16","7","123"
"2020-06-22","93","220"
"2020-06-19","120","235"
"2020-06-01","177","198"
"2020-06-14","117","12"
"2020-06-09","246","168"
"2020-06-26","55","238"
"2020-06-19","207","238"
"2020-06-03","121","243"
"2020-06-09","2","240"
"2020-06-12","161","233"
"2020-06-02","151","245"
"2020-06-20","214","154"
"2020-06-09","50","225"
"2020-06-16","66","214"
"2020-06-04","84","5"
"2020-06-14","209","47"
"2020-06-11","215","110"
"2020-06-05","246","168"
"2020-06-30","9","101"
"2020-06-15","182","1"
"2020-06-10","1","89"
"2020-06-24","222","38"
"2020-06-29","128","91"
"2020-06-14","57","248"
"2020-06-03","80","140"
"2020-06-30","50","59"
"2020-06-10","163","134"
"2020-06-14","16","134"
"2020-06-20","209","79"
"2020-06-10","40","106"
"2020-06-24","173","48"
"2020-06-18","221","53"
"2020-06-09","168","67"
"2020-06-08","180","4"
"2020-06-25","104","88"
"2020-06-05","230","232"
"2020-06-18","144","172"
"2020-06-26","171","104"
"2020-06-30","206","81"
"2020-06-03","181","117"
"2020-06-16","130","15"
"2020-06-17","111","95"
"2020-06-23","113","47"
"2020-06-02","166","58"
"2020-06-26","87","217"
"2020-06-20","120","227"
"2020-06-21","144","216"
"2020-06-10","142","144"
"2020-06-17","15","51"
"2020-06-30","1","75"
"2020-06-01","77","1"
"2020-06-06","193","45"
"2020-06-21","193","222"
"2020-06-02","8","26"
"2020-06-09","217","71"
"2020-06-14","222","49"
"2020-06-09","201","95"
"2020-06-18","154","134"
"2020-06-21","56","44"
"2020-06-28","38","243"
"2020-06-18","28","114"
"2020-06-22","144","133"
"2020-06-25","32","106"
"2020-06-02","197","167"
"2020-06-20","204","152"
"2020-06-13","156","53"
"2020-06-02","70","75"
"2020-06-02","188","151"
"2020-06-30","206","201"
"2020-06-16","21","21"
"2020-06-24","245","199"
"2020-06-02","23","73"
"2020-06-24","184","235"
"2020-06-28","98","217"
"2020-06-28","137","179"
"2020-06-01","131","242"
"2020-06-18","31","220"
"2020-06-10","62","117"
"2020-06-05","205","172"
"2020-06-14","51","134"
"2020-06-15","49","95"
"2020-06-11","91","220"
"2020-06-03","226","66"
"2020-06-02","228","137"
"2020-06-15","183","209"
"2020-06-14","234","153"
"2020-06-22","94","243"
"2020-06-09","200","163"
"2020-06-09","73","234"
"2020-06-10","118","227"
"2020-06-03","1","84"
"2020-06-24","213","95"
"2020-06-29","195","40"
"2020-06-22","132","238"
"2020-06-06","163","26"
"2020-06-07","175","237"
"2020-06-02","234","10"
"2020-06-11","164","43"
"2020-06-17","200","89"
"2020-06-24","146","244"
"2020-06-28","156","212"
"2020-06-20","25","3"
"2020-06-11","13","95"
"2020-06-06","236","233"
"2020-06-09","118","217"
"2020-06-23","47","220"
"2020-06-18","197","53"
"2020-06-17","158","59"
"2020-06-05","35","203"
"2020-06-09","149","231"
"2020-06-22","28","42"
"2020-06-30","198","15"
"2020-06-22","13","82"
"2020-06-03","4","131"
"2020-06-20","177","146"
"2020-06-04","241","161"
"2020-06-11","211","232"
"2020-06-06","46","248"
"2020-06-17","6","217"
"2020-06-15","219","148"
"2020-06-12","92","135"
"2020-06-17","64","189"
"2020-06-10","237","52"
"2020-06-21","239","217"
"2020-06-01","52","214"
"2020-06-21","27","140"
"2020-06-01","206","57"
"2020-06-27","111","235"
"2020-06-28","132","233"
"2020-06-18","147","97"
"2020-06-12","110","126"
"2020-06-22","36","91"
"2020-06-01","77","36"
"2020-06-03","56","222"
"2020-06-10","144","125"
"2020-06-11","143","88"
"2020-06-03","192","235"
"2020-06-06","98","188"
"2020-06-22","149","1"
"2020-06-24","32","212"
"2020-06-09","113","205"
"2020-06-02","224","117"
"2020-06-22","78","4"
"2020-06-24","134","181"
"2020-06-18","118","89"
"2020-06-10","49","240"
"2020-06-03","167","92"
"2020-06-28","176","84"
"2020-06-01","234","20"
"2020-06-14","135","3"
"2020-06-24","13","137"
"2020-06-09","56","189"
"2020-06-05","36","249"
"2020-06-27","161","151"
"2020-06-05","127","36"
"2020-06-23","218","22"
"2020-06-21","70","65"
"2020-06-19","68","119"
"2020-06-27","36","209"
"2020-06-13","121","100"
"2020-06-16","190","93"
"2020-06-28","180","47"
"2020-06-26","36","61"
"2020-06-08","99","213"
"2020-06-29","49","237"
"2020-06-06","9","2"
"2020-06-12","31","142"
"2020-06-30","127","202"
"2020-06-30","152","237"
"2020-06-17","84","70"
"2020-06-15","80","145"
"2020-06-26","74","99"
"2020-06-15","4","68"
"2020-06-27","11","30"
"2020-06-17","48","96"
"2020-06-02","241","65"
"2020-06-23","6","2"
"2020-06-23","180","134"
"2020-06-24","38","130"
"2020-06-13","167","87"
"2020-06-02","160","211"
"2020-06-16","216","244"
"2020-06-10","99","8"
"2020-06-21","107","118"
"2020-06-17","53","172"
"2020-06-19","72","127"
"2020-06-18","95","20"
"2020-06-10","243","136"
"2020-06-09","189","27"
"2020-06-23","84","108"
"2020-06-26","208","185"
"2020-06-30","115","65"
"2020-06-30","12","163"
"2020-06-09","103","48"
"2020-06-26","33","99"
"2020-06-13","233","158"
"2020-06-01","236","31"
"2020-06-18","202","33"
"2020-06-26","49","26"
"2020-06-06","171","171"
"2020-06-28","90","235"
"2020-06-30","73","29"
"2020-06-24","19","216"
"2020-06-21","238","201"
"2020-06-27","59","103"
"2020-06-20","184","226"
"2020-06-13","178","179"
"2020-06-12","40","134"
"2020-06-27","53","160"
"2020-06-04","112","147"
"2020-06-14","23","100"
"2020-06-14","52","22"
"2020-06-17","240","160"
"2020-06-23","49","46"
"2020-06-28","106","202"
"2020-06-16","145","30"
"2020-06-12","101","191"
"2020-06-01","116","249"
"2020-06-28","17","115"
"2020-06-30","101","3"
"2020-06-01","110","73"
"2020-06-25","162","210"
"2020-06-16","238","99"
"2020-06-10","72","211"
"2020-06-24","106","37"
"2020-06-12","146","12"
"2020-06-21","39","246"
"2020-06-07","74","163"
"2020-06-22","51","235"
"2020-06-20","164","198"
"2020-06-01","155","198"
"2020-06-07","210","3"
"2020-06-20","185","87"
"2020-06-16","50","168"
"2020-06-25","225","169"
"2020-06-06","21","245"
"2020-06-24","191","53"
"2020-06-23","5","59"
"2020-06-29","126","201"
"2020-06-29","147","149"
"2020-06-18","194","58"
"2020-06-11","110","134"
"2020-06-28","1","128"
"2020-06-06","199","204"
"2020-06-09","117","46"
"2020-06-02","186","243"
"2020-06-22","118","229"
"2020-06-19","45","90"
"2020-06-17","82","193"
"2020-06-29","64","184"
"2020-06-30","106","73"
"2020-06-08","17","228"
"2020-06-29","61","227"
"2020-06-28","153","98"
"2020-06-13","72","209"
"2020-06-18","127","90"
"2020-06-14","125","194"
"2020-06-12","162","54"
"2020-06-21","61","164"
"2020-06-06","141","13"
"2020-06-13","149","215"
"2020-06-10","146","71"
"2020-06-09","160","145"
"2020-06-16","28","115"
"2020-06-16","175","137"
"2020-06-16","167","126"
"2020-06-21","202","111"
"2020-06-12","183","78"
"2020-06-18","234","147"
"2020-06-11","23","226"
"2020-06-03","140","40"
"2020-06-03","80","161"
"2020-06-15","247","179"
"2020-06-26","225","89"
"2020-06-05","52","85"
"2020-06-08","200","232"
"2020-06-14","113","177"
"2020-06-20","7","109"
"2020-06-06","218","89"
"2020-06-25","28","129"
"2020-06-08","184","224"
"2020-06-02","215","190"
"2020-06-04","236","60"
"2020-06-28","206","198"
"2020-06-24","241","173"
"2020-06-09","17","17"
"2020-06-16","155","248"
"2020-06-09","70","29"
"2020-06-22","104","186"
"2020-06-28","69","63"
"2020-06-25","241","98"
"2020-06-29","35","4"
"2020-06-24","38","243"
"2020-06-18","151","60"
"2020-06-08","236","78"
"2020-06-30","43","136"
"2020-06-12","146","18"
"2020-06-28","121","144"
"2020-06-16","37","139"
"2020-06-22","112","74"
"2020-06-04","39","245"
"2020-06-24","233","142"
"2020-06-01","60","59"
"2020-06-27","197","70"
"2020-06-16","220","228"
"2020-06-03","138","166"
"2020-06-01","211","239"
"2020-06-19","3","76"
"2020-06-18","62","220"
"2020-06-14","241","194"
"2020-06-03","183","98"
"2020-06-04","149","110"
"2020-06-29","122","168"
"2020-06-18","8","163"
"2020-06-01","125","95"
"2020-06-27","4","85"
"2020-06-11","219","243"
"2020-06-15","244","20"
"2020-06-02","94","200"
"2020-06-21","209","200"
"2020-06-17","35","72"
"2020-06-18","159","75"
"2020-06-16","117","138"
"2020-06-05","206","80"
"2020-06-08","172","78"
"2020-06-08","47","196"
"2020-06-05","62","130"
"2020-06-10","246","162"
"2020-06-03","230","128"
"2020-06-06","187","248"
"2020-06-29","203","235"
"2020-06-28","96","23"
"2020-06-10","20","159"
"2020-06-22","163","57"
"2020-06-22","101","58"
"2020-06-28","209","212"
"2020-06-12","29","10"
"2020-06-10","221","114"
"2020-06-13","39","25"
"2020-06-23","33","16"
"2020-06-11","99","229"
"2020-06-02","104","121"
"2020-06-14","87","90"
"2020-06-20","148","89"
"2020-06-13","243","84"
"2020-06-16","239","29"
"2020-06-08","141","13"
"2020-06-02","113","42"
"2020-06-08","116","196"
"2020-06-16","169","171"
"2020-06-30","136","2"
"2020-06-02","126","37"
"2020-06-14","181","231"
"2020-06-30","23","172"
"2020-06-14","5","126"
"2020-06-13","186","127"
"2020-06-29","219","5"
"2020-06-14","200","176"
"2020-06-24","42","33"
"2020-06-15","172","71"
"2020-06-13","247","142"
"2020-06-01","242","248"
"2020-06-20","122","237"
"2020-06-17","183","99"
"2020-06-12","186","31"
"2020-06-28","175","11"
"2020-06-17","52","5"
"2020-06-25","162","113"
"2020-06-08","164","94"
"2020-06-15","10","153"
"2020-06-04","209","41"
"2020-06-23","182","11"
"2020-06-13","102","125"
"2020-06-24","180","225"
"2020-06-01","77","103"
"2020-06-23","224","169"
"2020-06-12","214","241"
"2020-06-17","217","236"
"2020-06-29","177","41"
"2020-06-17","141","39"
"2020-06-24","78","233"
"2020-06-06","128","216"
"2020-06-03","177","161"
"2020-06-28","56","131"
"2020-06-28","212","134"
"2020-06-20","2","95"
"2020-06-17","241","236"
"2020-06-04","221","123"
"2020-06-18","65","141"
"2020-06-08","217","14"
"2020-06-07","240","71"
"2020-06-11","16","80"
"2020-06-02","200","3"
"2020-06-06","195","90"
"2020-06-28","213","110"
"2020-06-18","170","154"
"2020-06-28","42","105"
"2020-06-16","20","135"
"2020-06-11","150","49"
"2020-06-09","134","184"
"2020-06-14","97","6"
"2020-06-12","98","40"
"2020-06-11","233","221"
"2020-06-07","82","228"
"2020-06-30","80","232"
"2020-06-01","216","74"
"2020-06-19","42","104"
"2020-06-29","219","91"
"2020-06-23","236","118"
"2020-06-19","156","111"
"2020-06-18","119","61"
"2020-06-26","43","92"
"2020-06-11","157","210"
"2020-06-15","165","170"
"2020-06-01","234","204"
"2020-06-19","209","113"
"2020-06-30","209","216"
"2020-06-15","124","75"
"2020-06-18","101","212"
"2020-06-17","15","37"
"2020-06-21","92","242"
"2020-06-28","4","219"
"2020-06-10","220","230"
"2020-06-14","157","149"
"2020-06-11","48","190"
"2020-06-25","6","242"
"2020-06-14","116","57"
"2020-06-29","21","38"
"2020-06-05","135","86"
"2020-06-03","6","154"
"2020-06-22","80","97"
"2020-06-14","46","5"
"2020-06-22","235","57"
"2020-06-24","85","35"
"2020-06-18","89","14"
"2020-06-28","43","197"
"2020-06-21","173","148"
"2020-06-13","155","244"
"2020-06-19","243","85"
"2020-06-07","111","163"
"2020-06-02","198","231"
"2020-06-03","122","240"
"2020-06-07","125","109"
"2020-06-05","18","116"
"2020-06-17","228","173"
"2020-06-02","16","163"
"2020-06-15","167","35"
"2020-06-23","123","233"
"2020-06-27","81","159"
"2020-06-06","27","78"
"2020-06-12","23","112"
"2020-06-03","243","177"
"2020-06-14","144","69"
"2020-06-27","192","58"
"2020-06-20","178","101"
"2020-06-19","66","39"
"2020-06-08","115","49"
"2020-06-13","154","53"
"2020-06-29","6","172"
"2020-06-21","230","113"
"2020-06-10","126","150"
"2020-06-12","205","215"
"2020-06-16","168","126"
"2020-06-06","232","76"
"2020-06-08","230","112"
"2020-06-02","87","151"
"2020-06-14","18","4"
"2020-06-27","249","128"
"2020-06-29","79","84"
"2020-06-18","84","16"
"2020-06-26","68","16"
"2020-06-05","157","110"
"2020-06-07","77","188"
"2020-06-12","182","249"
"2020-06-25","226","182"
"2020-06-06","199","36"
"2020-06-29","55","108"
"2020-06-18","201","194"
"2020-06-26","120","237"
"2020-06-08","70","124"
"2020-06-14","134","182"
"2020-06-14","34","2"
"2020-06-08","57","223"
"2020-06-05","230","146"
"2020-06-02","114","69"
"2020-06-01","158","68"
"2020-06-05","216","120"
"2020-06-07","198","44"
"2020-06-06","210","27"
"2020-06-05","238","240"
"2020-06-07","226","12"
"2020-06-19","220","189"
"2020-06-05","191","168"
"2020-06-18","144","120"
"2020-06-22","88","201"
"2020-06-24","112","144"
"2020-06-26","141","61"
"2020-06-05","64","27"
"2020-06-16","244","208"
"2020-06-04","20","20"
"2020-06-22","51","40"
"2020-06-25","77","239"
"2020-06-09","221","187"
"2020-06-25","199","62"
"2020-06-16","184","67"
"2020-06-06","20","138"
"2020-06-13","83","212"
"2020-06-09","183","154"
"2020-06-03","31","17"
"2020-06-03","75","88"
"2020-06-27","48","40"
"2020-06-07","226","195"
"2020-06-17","110","237"
"2020-06-11","60","199"
"2020-06-15","40","216"
"2020-06-29","125","87"
"2020-06-22","137","203"
"2020-06-26","133","140"
"2020-06-09","208","238"
"2020-06-07","232","49"
"2020-06-19","61","153"
"2020-06-21","120","3"
"2020-06-25","201","70"
"2020-06-21","5","100"
"2020-06-01","161","52"
"2020-06-18","241","128"
"2020-06-03","24","67"
"2020-06-11","99","188"
"2020-06-11","231","11"
"2020-06-22","206","63"
"2020-06-30","14","53"
"2020-06-14","77","55"
"2020-06-04","50","30"
"2020-06-07","202","70"
"2020-06-06","82","235"
"2020-06-13","226","178"
"2020-06-28","91","171"
"2020-06-27","157","174"
"2020-06-24","116","45"
"2020-06-28","192","186"
"2020-06-26","14","78"
"2020-06-04","94","34"
"2020-06-06","222","230"
"2020-06-14","128","123"
"2020-06-02","208","219"
"2020-06-13","70","146"
"2020-06-07","171","195"
"2020-06-15","138","167"
"2020-06-04","125","110"
"2020-06-12","67","75"
"2020-06-04","168","214"
"2020-06-13","6","89"
"2020-06-16","28","124"
"2020-06-09","143","177"
"2020-06-29","229","174"
"2020-06-16","112","29"
"2020-06-12","156","230"
"2020-06-29","4","188"
"2020-06-07","187","55"
"2020-06-12","236","228"
"2020-06-04","128","242"
"2020-06-24","212","224"
"2020-06-18","34","67"
"2020-06-19","65","129"
"2020-06-09","160","176"
"2020-06-21","28","192"
"2020-06-01","234","212"
"2020-06-25","132","51"
"2020-06-20","17","160"
"2020-06-20","30","149"
"2020-06-17","93","214"
"2020-06-15","112","103"
"2020-06-23","120","207"
"2020-06-29","212","241"
"2020-06-01","48","22"
"2020-06-23","146","6"
"2020-06-04","155","144"
"2020-06-03","192","224"
"2020-06-14","218","29"
"2020-06-21","179","40"
"2020-06-03","133","164"
"2020-06-21","213","5"
"2020-06-23","182","128"
"2020-06-23","68","176"
"2020-06-01","160","77"
"2020-06-01","148","186"
"2020-06-22","69","112"
"2020-06-27","189","161"
"2020-06-03","205","148"
"2020-06-26","127","245"
"2020-06-13","96","178"
"2020-06-07","74","127"
"2020-06-29","133","108"
"2020-06-06","31","116"
"2020-06-14","128","135"
"2020-06-17","61","132"
"2020-06-15","107","24"
"2020-06-26","193","60"
"2020-06-06","54","193"
"2020-06-20","236","51"
"2020-06-28","139","239"
"2020-06-26","200","71"
"2020-06-20","56","107"
"2020-06-19","132","6"
"2020-06-01","209","44"
"2020-06-17","191","78"
"2020-06-16","68","94"
"2020-06-23","40","184"
"2020-06-06","6","235"
"2020-06-21","89","91"
"2020-06-20","92","52"
"2020-06-16","239","95"
"2020-06-20","23","168"
"2020-06-24","196","8"
"2020-06-27","218","224"
"2020-06-05","171","61"
"2020-06-02","167","91"
"2020-06-17","45","108"
"2020-06-16","13","245"
"2020-06-07","176","41"
"2020-06-07","151","202"
"2020-06-28","187","51"
"2020-06-10","36","202"
"2020-06-05","216","147"
"2020-06-01","175","149"
"2020-06-08","136","152"
"2020-06-26","194","157"
"2020-06-16","227","182"
"2020-06-25","33","153"
"2020-06-16","231","26"
"2020-06-13","232","1"
"2020-06-11","236","22"
"2020-06-15","185","19"
"2020-06-21","75","210"
"2020-06-09","175","47"
"2020-06-17","76","239"
"2020-06-08","48","222"
"2020-06-20","161","152"
"2020-06-21","206","247"
"2020-06-11","114","234"
"2020-06-01","22","144"
"2020-06-29","147","207"
"2020-06-26","95","142"
"2020-06-13","193","89"
"2020-06-11","179","39"
"2020-06-15","147","78"
"2020-06-03","36","78"
"2020-06-16","167","183"
"2020-06-29","192","179"
"2020-06-21","135","21"
"2020-06-14","10","57"
"2020-06-30","161","139"
"2020-06-05","44","119"
"2020-06-09","121","212"
"2020-06-30","206","145"
"2020-06-15","108","27"
"2020-06-13","64","173"
"2020-06-25","48","219"
"2020-06-01","195","88"
"2020-06-06","100","225"
"2020-06-06","104","14"
"2020-06-17","179","54"
"2020-06-27","52","117"
"2020-06-30","125","88"
"2020-06-11","91","236"
"2020-06-23","107","22"
"2020-06-08","13","232"
"2020-06-03","5","216"
"2020-06-06","135","237"
"2020-06-28","16","111"
"2020-06-27","98","182"
"2020-06-08","194","106"
"2020-06-02","190","148"
"2020-06-23","69","122"
"2020-06-26","92","75"
"2020-06-29","63","54"
"2020-06-08","241","227"
"2020-06-02","223","203"
"2020-06-11","168","249"
"2020-06-11","73","169"
"2020-06-12","145","94"
"2020-06-27","97","214"
"2020-06-17","95","169"
"2020-06-30","120","214"
"2020-06-12","172","40"
"2020-06-04","200","47"
"2020-06-06","179","196"
"2020-06-02","247","190"
"2020-06-24","149","170"
"2020-06-30","213","139"
"2020-06-07","69","170"
"2020-06-16","155","25"
"2020-06-12","97","36"
"2020-06-18","96","3"
"2020-06-28","191","89"
"2020-06-04","149","122"
"2020-06-08","17","114"
"2020-06-21","228","44"
"2020-06-24","194","45"
"2020-06-11","78","213"
"2020-06-29","240","99"
"2020-06-04","54","164"
"2020-06-16","225","248"
"2020-06-02","198","132"
"2020-06-17","55","125"
"2020-06-17","109","231"
"2020-06-25","229","32"
"2020-06-05","21","114"
"2020-06-12","153","127"
"2020-06-13","240","149"
"2020-06-13","98","8"
"2020-06-24","113","123"
"2020-06-21","243","110"
"2020-06-26","62","142"
"2020-06-17","74","173"
"2020-06-04","43","79"
"2020-06-19","109","141"
"2020-06-21","75","152"
"2020-06-19","201","112"
"2020-06-21","241","137"
"2020-06-14","42","103"
"2020-06-10","9","200"
"2020-06-16","32","221"
"2020-06-18","227","133"
"2020-06-28","116","227"
"2020-06-17","173","135"
"2020-06-07","85","100"
"2020-06-12","118","45"
"2020-06-05","177","41"
"2020-06-11","16","68"
"2020-06-29","147","25"
"2020-06-04","47","22"
"2020-06-01","172","247"
"2020-06-18","194","176"
"2020-06-23","107","176"
"2020-06-12","196","132"
"2020-06-18","25","88"
"2020-06-03","17","33"
"2020-06-01","48","15"
"2020-06-03","60","30"
"2020-06-04","108","47"
"2020-06-10","189","96"
"2020-06-25","168","22"
"2020-06-07","140","94"
"2020-06-06","206","16"
"2020-06-25","69","211"
"2020-06-01","110","246"
"2020-06-18","81","110"
"2020-06-12","63","42"
"2020-06-30","184","69"
"2020-06-10","127","51"
"2020-06-26","204","28"
"2020-06-28","202","136"
"2020-06-06","93","166"
"2020-06-03","24","222"
"2020-06-10","188","87"
"2020-06-20","98","246"
"2020-06-23","177","129"
"2020-06-24","22","152"
"2020-06-14","188","65"
"2020-06-14","218","74"
"2020-06-10","53","2"
"2020-06-26","201","113"
"2020-06-19","45","168"
"2020-06-06","217","171"
"2020-06-01","9","202"
"2020-06-11","231","101"
"2020-06-02","70","53"
"2020-06-07","231","154"
"2020-06-25","26","128"
"2020-06-08","39","92"
"2020-06-08","226","50"
"2020-06-29","99","237"
"2020-06-22","122","170"
"2020-06-07","108","87"
"2020-06-20","13","85"
"2020-06-27","174","105"
"2020-06-17","238","195"
"2020-06-05","189","173"
"2020-06-20","133","194"
"2020-06-20","2","228"
"2020-06-07","96","43"
"2020-06-27","114","149"
"2020-06-03","79","53"
"2020-06-05","164","52"
"2020-06-14","180","33"
"2020-06-19","156","179"
"2020-06-05","194","93"
"2020-06-25","10","51"
"2020-06-07","244","87"
"2020-06-06","2","138"
"2020-06-28","39","27"
"2020-06-06","2","232"
"2020-06-02","142","224"
"2020-06-19","30","152"
"2020-06-29","70","25"
"2020-06-28","91","191"
"2020-06-26","52","137"
"2020-06-14","45","30"
"2020-06-12","98","77"
"2020-06-14","71","71"
"2020-06-27","8","247"
"2020-06-01","241","44"
"2020-06-23","197","19"
"2020-06-19","101","109"
"2020-06-28","212","65"
"2020-06-17","103","45"
"2020-06-19","53","87"
"2020-06-14","59","33"
"2020-06-18","232","10"
"2020-06-19","90","11"
"2020-06-12","172","83"
"2020-06-24","125","136"
"2020-06-18","234","247"
"2020-06-18","19","54"
"2020-06-06","249","227"
"2020-06-12","208","70"
"2020-06-20","110","108"
"2020-06-01","209","39"
"2020-06-25","123","147"
"2020-06-09","115","114"
"2020-06-28","74","103"
"2020-06-14","61","74"
"2020-06-04","49","182"
"2020-06-08","39","186"
"2020-06-19","108","4"
